crop_cover,plot,subplot_point,date,jdate,year,month,treatment,block_no,block_ns,crop_year,crop_cash,nutrient,value,year_date
pennycress,7,4,2021-05-18,138,2021,5,Reference,3,south,2020_2021,corn,drp_ugl,38.7,2021_138
pennycress,8,1,2021-05-18,138,2021,5,Pennycress,3,south,2020_2021,corn,no3_mgl,7.43,2021_138
pennycress,8,1,2021-05-18,138,2021,5,Pennycress,3,south,2020_2021,corn,nh3_mgl,0.00538,2021_138
pennycress,8,1,2021-05-18,138,2021,5,Pennycress,3,south,2020_2021,corn,drp_ugl,7.77,2021_138
pennycress,8,2,2021-05-18,138,2021,5,Pennycress,3,south,2020_2021,corn,no3_mgl,19.6,2021_138
pennycress,8,2,2021-05-18,138,2021,5,Pennycress,3,south,2020_2021,corn,nh3_mgl,0.0152,2021_138
pennycress,8,2,2021-05-18,138,2021,5,Pennycress,3,south,2020_2021,corn,drp_ugl,5.97,2021_138
pennycress,8,3,2021-05-18,138,2021,5,Pennycress,3,south,2020_2021,corn,no3_mgl,0.193,2021_138
pennycress,8,3,2021-05-18,138,2021,5,Pennycress,3,south,2020_2021,corn,nh3_mgl,0.0154,2021_138
pennycress,8,3,2021-05-18,138,2021,5,Pennycress,3,south,2020_2021,corn,drp_ugl,6.56,2021_138
pennycress,8,4,2021-05-18,138,2021,5,Pennycress,3,south,2020_2021,corn,no3_mgl,1.85,2021_138
pennycress,8,4,2021-05-18,138,2021,5,Pennycress,3,south,2020_2021,corn,nh3_mgl,0.0175,2021_138
pennycress,8,4,2021-05-18,138,2021,5,Pennycress,3,south,2020_2021,corn,drp_ugl,6.46,2021_138
pennycress,9,1,2021-05-18,138,2021,5,Pennycress_N,3,south,2020_2021,corn,no3_mgl,22.3,2021_138
pennycress,9,1,2021-05-18,138,2021,5,Pennycress_N,3,south,2020_2021,corn,nh3_mgl,0.0232,2021_138
pennycress,9,1,2021-05-18,138,2021,5,Pennycress_N,3,south,2020_2021,corn,drp_ugl,12.9,2021_138
pennycress,9,2,2021-05-18,138,2021,5,Pennycress_N,3,south,2020_2021,corn,no3_mgl,3.78,2021_138
pennycress,9,2,2021-05-18,138,2021,5,Pennycress_N,3,south,2020_2021,corn,nh3_mgl,0.0119,2021_138
pennycress,9,2,2021-05-18,138,2021,5,Pennycress_N,3,south,2020_2021,corn,drp_ugl,9.57,2021_138
pennycress,9,4,2021-05-18,138,2021,5,Pennycress_N,3,south,2020_2021,corn,no3_mgl,10.5,2021_138
pennycress,9,4,2021-05-18,138,2021,5,Pennycress_N,3,south,2020_2021,corn,nh3_mgl,0.295,2021_138
pennycress,9,4,2021-05-18,138,2021,5,Pennycress_N,3,south,2020_2021,corn,drp_ugl,77.3,2021_138
pennycress,1,3,2021-05-18,138,2021,5,Pennycress,1,north,2020_2021,corn,no3_mgl,0.245,2021_138
pennycress,1,3,2021-05-18,138,2021,5,Pennycress,1,north,2020_2021,corn,nh3_mgl,0.00677,2021_138
pennycress,1,3,2021-05-18,138,2021,5,Pennycress,1,north,2020_2021,corn,drp_ugl,414,2021_138
pennycress,1,4,2021-05-18,138,2021,5,Pennycress,1,north,2020_2021,corn,no3_mgl,0.133,2021_138
pennycress,1,4,2021-05-18,138,2021,5,Pennycress,1,north,2020_2021,corn,nh3_mgl,0.0083,2021_138
pennycress,1,4,2021-05-18,138,2021,5,Pennycress,1,north,2020_2021,corn,drp_ugl,70.9,2021_138
pennycress,2,2,2021-05-18,138,2021,5,Reference,1,north,2020_2021,corn,no3_mgl,38.4,2021_138
pennycress,2,2,2021-05-18,138,2021,5,Reference,1,north,2020_2021,corn,nh3_mgl,0.00647,2021_138
pennycress,2,2,2021-05-18,138,2021,5,Reference,1,north,2020_2021,corn,drp_ugl,125,2021_138
pennycress,2,3,2021-05-18,138,2021,5,Reference,1,north,2020_2021,corn,no3_mgl,6.06,2021_138
pennycress,2,3,2021-05-18,138,2021,5,Reference,1,north,2020_2021,corn,nh3_mgl,0.00504,2021_138
pennycress,2,3,2021-05-18,138,2021,5,Reference,1,north,2020_2021,corn,drp_ugl,49.4,2021_138
pennycress,2,4,2021-05-18,138,2021,5,Reference,1,north,2020_2021,corn,no3_mgl,22.3,2021_138
pennycress,2,4,2021-05-18,138,2021,5,Reference,1,north,2020_2021,corn,nh3_mgl,0.00623,2021_138
pennycress,2,4,2021-05-18,138,2021,5,Reference,1,north,2020_2021,corn,drp_ugl,19,2021_138
pennycress,3,1,2021-05-18,138,2021,5,Pennycress_N,2,north,2020_2021,corn,no3_mgl,0.169,2021_138
pennycress,3,1,2021-05-18,138,2021,5,Pennycress_N,2,north,2020_2021,corn,nh3_mgl,0.00457,2021_138
pennycress,3,1,2021-05-18,138,2021,5,Pennycress_N,2,north,2020_2021,corn,drp_ugl,27.5,2021_138
pennycress,3,1.5,2021-05-18,138,2021,5,Pennycress_N,2,north,2020_2021,corn,no3_mgl,2.64,2021_138
pennycress,3,1.5,2021-05-18,138,2021,5,Pennycress_N,2,north,2020_2021,corn,nh3_mgl,0.0966,2021_138
pennycress,3,1.5,2021-05-18,138,2021,5,Pennycress_N,2,north,2020_2021,corn,drp_ugl,417,2021_138
pennycress,3,4,2021-05-18,138,2021,5,Pennycress_N,2,north,2020_2021,corn,no3_mgl,0.0777,2021_138
pennycress,3,4,2021-05-18,138,2021,5,Pennycress_N,2,north,2020_2021,corn,nh3_mgl,0.00592,2021_138
pennycress,3,4,2021-05-18,138,2021,5,Pennycress_N,2,north,2020_2021,corn,drp_ugl,164,2021_138
pennycress,4,1,2021-05-18,138,2021,5,Pennycress,1,mid,2020_2021,corn,no3_mgl,0.455,2021_138
pennycress,4,1,2021-05-18,138,2021,5,Pennycress,1,mid,2020_2021,corn,nh3_mgl,0.0123,2021_138
pennycress,4,1,2021-05-18,138,2021,5,Pennycress,1,mid,2020_2021,corn,drp_ugl,347,2021_138
pennycress,4,2,2021-05-18,138,2021,5,Pennycress,1,mid,2020_2021,corn,no3_mgl,0.12,2021_138
pennycress,4,2,2021-05-18,138,2021,5,Pennycress,1,mid,2020_2021,corn,nh3_mgl,0.018,2021_138
pennycress,4,2,2021-05-18,138,2021,5,Pennycress,1,mid,2020_2021,corn,drp_ugl,315,2021_138
pennycress,4,3,2021-05-18,138,2021,5,Pennycress,1,mid,2020_2021,corn,no3_mgl,0.167,2021_138
pennycress,4,3,2021-05-18,138,2021,5,Pennycress,1,mid,2020_2021,corn,nh3_mgl,0.0147,2021_138
pennycress,4,3,2021-05-18,138,2021,5,Pennycress,1,mid,2020_2021,corn,drp_ugl,206,2021_138
pennycress,5,2,2021-05-18,138,2021,5,Pennycress_N,2,mid,2020_2021,corn,no3_mgl,4.32,2021_138
pennycress,5,2,2021-05-18,138,2021,5,Pennycress_N,2,mid,2020_2021,corn,nh3_mgl,0.0809,2021_138
pennycress,5,2,2021-05-18,138,2021,5,Pennycress_N,2,mid,2020_2021,corn,drp_ugl,254,2021_138
pennycress,5,3,2021-05-18,138,2021,5,Pennycress_N,2,mid,2020_2021,corn,no3_mgl,20.1,2021_138
pennycress,5,3,2021-05-18,138,2021,5,Pennycress_N,2,mid,2020_2021,corn,nh3_mgl,0.00693,2021_138
pennycress,5,3,2021-05-18,138,2021,5,Pennycress_N,2,mid,2020_2021,corn,drp_ugl,41.2,2021_138
pennycress,5,4,2021-05-18,138,2021,5,Pennycress_N,2,mid,2020_2021,corn,no3_mgl,4.29,2021_138
pennycress,5,4,2021-05-18,138,2021,5,Pennycress_N,2,mid,2020_2021,corn,nh3_mgl,0.0152,2021_138
pennycress,5,4,2021-05-18,138,2021,5,Pennycress_N,2,mid,2020_2021,corn,drp_ugl,1740,2021_138
pennycress,6,1,2021-05-18,138,2021,5,Reference,2,mid,2020_2021,corn,no3_mgl,17.5,2021_138
pennycress,6,1,2021-05-18,138,2021,5,Reference,2,mid,2020_2021,corn,nh3_mgl,0.0518,2021_138
pennycress,6,1,2021-05-18,138,2021,5,Reference,2,mid,2020_2021,corn,drp_ugl,104,2021_138
pennycress,6,2,2021-05-18,138,2021,5,Reference,2,mid,2020_2021,corn,no3_mgl,25.7,2021_138
pennycress,6,2,2021-05-18,138,2021,5,Reference,2,mid,2020_2021,corn,nh3_mgl,0.00801,2021_138
pennycress,6,2,2021-05-18,138,2021,5,Reference,2,mid,2020_2021,corn,drp_ugl,478,2021_138
pennycress,6,3,2021-05-18,138,2021,5,Reference,2,mid,2020_2021,corn,no3_mgl,14.2,2021_138
pennycress,6,3,2021-05-18,138,2021,5,Reference,2,mid,2020_2021,corn,nh3_mgl,0.00875,2021_138
pennycress,6,3,2021-05-18,138,2021,5,Reference,2,mid,2020_2021,corn,drp_ugl,293,2021_138
pennycress,6,4,2021-05-18,138,2021,5,Reference,2,mid,2020_2021,corn,no3_mgl,24.6,2021_138
pennycress,6,4,2021-05-18,138,2021,5,Reference,2,mid,2020_2021,corn,nh3_mgl,0.23,2021_138
pennycress,6,4,2021-05-18,138,2021,5,Reference,2,mid,2020_2021,corn,drp_ugl,560,2021_138
pennycress,7,1,2021-05-18,138,2021,5,Reference,3,south,2020_2021,corn,no3_mgl,21.5,2021_138
pennycress,7,1,2021-05-18,138,2021,5,Reference,3,south,2020_2021,corn,nh3_mgl,0.00971,2021_138
pennycress,7,1,2021-05-18,138,2021,5,Reference,3,south,2020_2021,corn,drp_ugl,36.4,2021_138
pennycress,7,2,2021-05-18,138,2021,5,Reference,3,south,2020_2021,corn,no3_mgl,27.1,2021_138
pennycress,7,2,2021-05-18,138,2021,5,Reference,3,south,2020_2021,corn,nh3_mgl,0.0069,2021_138
pennycress,7,2,2021-05-18,138,2021,5,Reference,3,south,2020_2021,corn,drp_ugl,8.63,2021_138
pennycress,7,3,2021-05-18,138,2021,5,Reference,3,south,2020_2021,corn,no3_mgl,22.7,2021_138
pennycress,7,3,2021-05-18,138,2021,5,Reference,3,south,2020_2021,corn,nh3_mgl,0.0164,2021_138
pennycress,7,3,2021-05-18,138,2021,5,Reference,3,south,2020_2021,corn,drp_ugl,3.83,2021_138
pennycress,7,4,2021-05-18,138,2021,5,Reference,3,south,2020_2021,corn,no3_mgl,16.8,2021_138
pennycress,7,4,2021-05-18,138,2021,5,Reference,3,south,2020_2021,corn,nh3_mgl,0.506,2021_138
pennycress,7,4,2021-05-18,138,2021,5,Reference,3,south,2020_2021,corn,drp_ugl,11.6,2021_138
pennycress,8,1,2021-05-18,138,2021,5,Pennycress,3,south,2020_2021,corn,no3_mgl,12,2021_138
pennycress,8,1,2021-05-18,138,2021,5,Pennycress,3,south,2020_2021,corn,nh3_mgl,0.00607,2021_138
pennycress,8,1,2021-05-18,138,2021,5,Pennycress,3,south,2020_2021,corn,drp_ugl,8.42,2021_138
pennycress,8,2,2021-05-18,138,2021,5,Pennycress,3,south,2020_2021,corn,no3_mgl,19.7,2021_138
pennycress,8,2,2021-05-18,138,2021,5,Pennycress,3,south,2020_2021,corn,nh3_mgl,0.00647,2021_138
pennycress,8,2,2021-05-18,138,2021,5,Pennycress,3,south,2020_2021,corn,drp_ugl,5.45,2021_138
pennycress,8,3,2021-05-18,138,2021,5,Pennycress,3,south,2020_2021,corn,no3_mgl,0.496,2021_138
pennycress,8,3,2021-05-18,138,2021,5,Pennycress,3,south,2020_2021,corn,nh3_mgl,0.00597,2021_138
pennycress,8,3,2021-05-18,138,2021,5,Pennycress,3,south,2020_2021,corn,drp_ugl,5.53,2021_138
pennycress,8,4,2021-05-18,138,2021,5,Pennycress,3,south,2020_2021,corn,no3_mgl,1.65,2021_138
pennycress,8,4,2021-05-18,138,2021,5,Pennycress,3,south,2020_2021,corn,nh3_mgl,0.00336,2021_138
pennycress,8,4,2021-05-18,138,2021,5,Pennycress,3,south,2020_2021,corn,drp_ugl,3.81,2021_138
pennycress,9,1,2021-05-18,138,2021,5,Pennycress_N,3,south,2020_2021,corn,no3_mgl,22.3,2021_138
pennycress,9,1,2021-05-18,138,2021,5,Pennycress_N,3,south,2020_2021,corn,nh3_mgl,0.00453,2021_138
pennycress,9,1,2021-05-18,138,2021,5,Pennycress_N,3,south,2020_2021,corn,drp_ugl,10.2,2021_138
pennycress,9,2,2021-05-18,138,2021,5,Pennycress_N,3,south,2020_2021,corn,no3_mgl,4.44,2021_138
pennycress,9,2,2021-05-18,138,2021,5,Pennycress_N,3,south,2020_2021,corn,nh3_mgl,0.0107,2021_138
pennycress,9,2,2021-05-18,138,2021,5,Pennycress_N,3,south,2020_2021,corn,drp_ugl,11.3,2021_138
pennycress,9,3,2021-05-18,138,2021,5,Pennycress_N,3,south,2020_2021,corn,no3_mgl,36.1,2021_138
pennycress,9,3,2021-05-18,138,2021,5,Pennycress_N,3,south,2020_2021,corn,nh3_mgl,0.0044,2021_138
pennycress,9,3,2021-05-18,138,2021,5,Pennycress_N,3,south,2020_2021,corn,drp_ugl,5.84,2021_138
pennycress,9,4,2021-05-18,138,2021,5,Pennycress_N,3,south,2020_2021,corn,no3_mgl,16.1,2021_138
pennycress,9,4,2021-05-18,138,2021,5,Pennycress_N,3,south,2020_2021,corn,nh3_mgl,0.142,2021_138
pennycress,9,4,2021-05-18,138,2021,5,Pennycress_N,3,south,2020_2021,corn,drp_ugl,48.3,2021_138
pennycress,1,1,2021-06-01,152,2021,6,Pennycress,1,north,2020_2021,corn,no3_mgl,0.109,2021_152
pennycress,1,1,2021-06-01,152,2021,6,Pennycress,1,north,2020_2021,corn,nh3_mgl,0.0391,2021_152
pennycress,1,1,2021-06-01,152,2021,6,Pennycress,1,north,2020_2021,corn,drp_ugl,475,2021_152
pennycress,1,3,2021-06-01,152,2021,6,Pennycress,1,north,2020_2021,corn,no3_mgl,0.511,2021_152
pennycress,1,3,2021-06-01,152,2021,6,Pennycress,1,north,2020_2021,corn,nh3_mgl,0.0301,2021_152
pennycress,1,3,2021-06-01,152,2021,6,Pennycress,1,north,2020_2021,corn,drp_ugl,430,2021_152
pennycress,2,1,2021-06-01,152,2021,6,Reference,1,north,2020_2021,corn,no3_mgl,19.1,2021_152
pennycress,2,1,2021-06-01,152,2021,6,Reference,1,north,2020_2021,corn,nh3_mgl,0.0299,2021_152
pennycress,2,1,2021-06-01,152,2021,6,Reference,1,north,2020_2021,corn,drp_ugl,576,2021_152
pennycress,2,2,2021-06-01,152,2021,6,Reference,1,north,2020_2021,corn,no3_mgl,37.3,2021_152
pennycress,2,2,2021-06-01,152,2021,6,Reference,1,north,2020_2021,corn,nh3_mgl,0.0463,2021_152
pennycress,2,2,2021-06-01,152,2021,6,Reference,1,north,2020_2021,corn,drp_ugl,152,2021_152
pennycress,2,3,2021-06-01,152,2021,6,Reference,1,north,2020_2021,corn,no3_mgl,0.925,2021_152
pennycress,2,3,2021-06-01,152,2021,6,Reference,1,north,2020_2021,corn,nh3_mgl,0.0515,2021_152
pennycress,2,3,2021-06-01,152,2021,6,Reference,1,north,2020_2021,corn,drp_ugl,42.4,2021_152
pennycress,2,4,2021-06-01,152,2021,6,Reference,1,north,2020_2021,corn,no3_mgl,41.2,2021_152
pennycress,2,4,2021-06-01,152,2021,6,Reference,1,north,2020_2021,corn,nh3_mgl,0.0706,2021_152
pennycress,2,4,2021-06-01,152,2021,6,Reference,1,north,2020_2021,corn,drp_ugl,150.2,2021_152
pennycress,3,1,2021-06-01,152,2021,6,Pennycress_N,2,north,2020_2021,corn,no3_mgl,0.116,2021_152
pennycress,3,1,2021-06-01,152,2021,6,Pennycress_N,2,north,2020_2021,corn,nh3_mgl,0.0488,2021_152
pennycress,3,1,2021-06-01,152,2021,6,Pennycress_N,2,north,2020_2021,corn,drp_ugl,31.3,2021_152
pennycress,3,1.5,2021-06-01,152,2021,6,Pennycress_N,2,north,2020_2021,corn,no3_mgl,3.26,2021_152
pennycress,3,1.5,2021-06-01,152,2021,6,Pennycress_N,2,north,2020_2021,corn,nh3_mgl,0.0552,2021_152
pennycress,3,1.5,2021-06-01,152,2021,6,Pennycress_N,2,north,2020_2021,corn,drp_ugl,886,2021_152
pennycress,3,2,2021-06-01,152,2021,6,Pennycress_N,2,north,2020_2021,corn,no3_mgl,1.48,2021_152
pennycress,3,2,2021-06-01,152,2021,6,Pennycress_N,2,north,2020_2021,corn,nh3_mgl,0.0198,2021_152
pennycress,3,2,2021-06-01,152,2021,6,Pennycress_N,2,north,2020_2021,corn,drp_ugl,140,2021_152
pennycress,3,3,2021-06-01,152,2021,6,Pennycress_N,2,north,2020_2021,corn,no3_mgl,0.611,2021_152
pennycress,3,3,2021-06-01,152,2021,6,Pennycress_N,2,north,2020_2021,corn,nh3_mgl,0.0234,2021_152
pennycress,3,3,2021-06-01,152,2021,6,Pennycress_N,2,north,2020_2021,corn,drp_ugl,121,2021_152
pennycress,4,1,2021-06-01,152,2021,6,Pennycress,1,mid,2020_2021,corn,no3_mgl,0.982,2021_152
pennycress,4,1,2021-06-01,152,2021,6,Pennycress,1,mid,2020_2021,corn,nh3_mgl,0.302,2021_152
pennycress,4,1,2021-06-01,152,2021,6,Pennycress,1,mid,2020_2021,corn,drp_ugl,339,2021_152
pennycress,4,2,2021-06-01,152,2021,6,Pennycress,1,mid,2020_2021,corn,no3_mgl,1.72,2021_152
pennycress,4,2,2021-06-01,152,2021,6,Pennycress,1,mid,2020_2021,corn,nh3_mgl,0.0436,2021_152
pennycress,4,2,2021-06-01,152,2021,6,Pennycress,1,mid,2020_2021,corn,drp_ugl,311,2021_152
pennycress,4,3,2021-06-01,152,2021,6,Pennycress,1,mid,2020_2021,corn,no3_mgl,0.222,2021_152
pennycress,4,3,2021-06-01,152,2021,6,Pennycress,1,mid,2020_2021,corn,nh3_mgl,0.021,2021_152
pennycress,4,3,2021-06-01,152,2021,6,Pennycress,1,mid,2020_2021,corn,drp_ugl,242,2021_152
pennycress,4,4,2021-06-01,152,2021,6,Pennycress,1,mid,2020_2021,corn,no3_mgl,0.983,2021_152
pennycress,4,4,2021-06-01,152,2021,6,Pennycress,1,mid,2020_2021,corn,nh3_mgl,0.0654,2021_152
pennycress,4,4,2021-06-01,152,2021,6,Pennycress,1,mid,2020_2021,corn,drp_ugl,457,2021_152
pennycress,5,2,2021-06-01,152,2021,6,Pennycress_N,2,mid,2020_2021,corn,no3_mgl,0.63,2021_152
pennycress,5,2,2021-06-01,152,2021,6,Pennycress_N,2,mid,2020_2021,corn,nh3_mgl,0.0672,2021_152
pennycress,5,2,2021-06-01,152,2021,6,Pennycress_N,2,mid,2020_2021,corn,drp_ugl,131.2,2021_152
pennycress,5,4,2021-06-01,152,2021,6,Pennycress_N,2,mid,2020_2021,corn,no3_mgl,26.56,2021_152
pennycress,5,4,2021-06-01,152,2021,6,Pennycress_N,2,mid,2020_2021,corn,nh3_mgl,0.1024,2021_152
pennycress,5,4,2021-06-01,152,2021,6,Pennycress_N,2,mid,2020_2021,corn,drp_ugl,5960,2021_152
pennycress,5,5,2021-06-01,152,2021,6,Pennycress_N,2,mid,2020_2021,corn,no3_mgl,0.401,2021_152
pennycress,5,5,2021-06-01,152,2021,6,Pennycress_N,2,mid,2020_2021,corn,nh3_mgl,0.143,2021_152
pennycress,5,5,2021-06-01,152,2021,6,Pennycress_N,2,mid,2020_2021,corn,drp_ugl,54.4,2021_152
pennycress,6,1,2021-06-01,152,2021,6,Reference,2,mid,2020_2021,corn,no3_mgl,33.4,2021_152
pennycress,6,1,2021-06-01,152,2021,6,Reference,2,mid,2020_2021,corn,nh3_mgl,0.056,2021_152
pennycress,6,1,2021-06-01,152,2021,6,Reference,2,mid,2020_2021,corn,drp_ugl,260,2021_152
pennycress,6,2,2021-06-01,152,2021,6,Reference,2,mid,2020_2021,corn,no3_mgl,25.8,2021_152
pennycress,6,2,2021-06-01,152,2021,6,Reference,2,mid,2020_2021,corn,nh3_mgl,0.0482,2021_152
pennycress,6,2,2021-06-01,152,2021,6,Reference,2,mid,2020_2021,corn,drp_ugl,379,2021_152
pennycress,6,3,2021-06-01,152,2021,6,Reference,2,mid,2020_2021,corn,no3_mgl,23.8,2021_152
pennycress,6,3,2021-06-01,152,2021,6,Reference,2,mid,2020_2021,corn,nh3_mgl,0.017,2021_152
pennycress,6,3,2021-06-01,152,2021,6,Reference,2,mid,2020_2021,corn,drp_ugl,410,2021_152
pennycress,6,4,2021-06-01,152,2021,6,Reference,2,mid,2020_2021,corn,no3_mgl,19.3,2021_152
pennycress,6,4,2021-06-01,152,2021,6,Reference,2,mid,2020_2021,corn,nh3_mgl,0.0341,2021_152
pennycress,6,4,2021-06-01,152,2021,6,Reference,2,mid,2020_2021,corn,drp_ugl,453,2021_152
pennycress,7,1,2021-06-01,152,2021,6,Reference,3,south,2020_2021,corn,no3_mgl,22.6,2021_152
pennycress,7,1,2021-06-01,152,2021,6,Reference,3,south,2020_2021,corn,nh3_mgl,0.0202,2021_152
pennycress,7,1,2021-06-01,152,2021,6,Reference,3,south,2020_2021,corn,drp_ugl,39.9,2021_152
pennycress,7,2,2021-06-01,152,2021,6,Reference,3,south,2020_2021,corn,no3_mgl,29.1,2021_152
pennycress,7,2,2021-06-01,152,2021,6,Reference,3,south,2020_2021,corn,nh3_mgl,0.105,2021_152
pennycress,7,2,2021-06-01,152,2021,6,Reference,3,south,2020_2021,corn,drp_ugl,335,2021_152
pennycress,7,3,2021-06-01,152,2021,6,Reference,3,south,2020_2021,corn,no3_mgl,20.1,2021_152
pennycress,7,3,2021-06-01,152,2021,6,Reference,3,south,2020_2021,corn,nh3_mgl,0.0168,2021_152
pennycress,7,3,2021-06-01,152,2021,6,Reference,3,south,2020_2021,corn,drp_ugl,3.55,2021_152
pennycress,8,1,2021-06-01,152,2021,6,Pennycress,3,south,2020_2021,corn,no3_mgl,7.84,2021_152
pennycress,8,1,2021-06-01,152,2021,6,Pennycress,3,south,2020_2021,corn,nh3_mgl,0.024,2021_152
pennycress,8,1,2021-06-01,152,2021,6,Pennycress,3,south,2020_2021,corn,drp_ugl,10.1,2021_152
pennycress,8,2,2021-06-01,152,2021,6,Pennycress,3,south,2020_2021,corn,no3_mgl,5.3,2021_152
pennycress,8,2,2021-06-01,152,2021,6,Pennycress,3,south,2020_2021,corn,nh3_mgl,0.0908,2021_152
pennycress,8,2,2021-06-01,152,2021,6,Pennycress,3,south,2020_2021,corn,drp_ugl,13.2,2021_152
pennycress,8,3,2021-06-01,152,2021,6,Pennycress,3,south,2020_2021,corn,no3_mgl,0.278,2021_152
pennycress,8,3,2021-06-01,152,2021,6,Pennycress,3,south,2020_2021,corn,nh3_mgl,0.0318,2021_152
pennycress,8,3,2021-06-01,152,2021,6,Pennycress,3,south,2020_2021,corn,drp_ugl,13.1,2021_152
pennycress,8,4,2021-06-01,152,2021,6,Pennycress,3,south,2020_2021,corn,no3_mgl,0.325,2021_152
pennycress,8,4,2021-06-01,152,2021,6,Pennycress,3,south,2020_2021,corn,nh3_mgl,0.0148,2021_152
pennycress,8,4,2021-06-01,152,2021,6,Pennycress,3,south,2020_2021,corn,drp_ugl,3.23,2021_152
pennycress,9,1,2021-06-01,152,2021,6,Pennycress_N,3,south,2020_2021,corn,no3_mgl,24.9,2021_152
pennycress,9,1,2021-06-01,152,2021,6,Pennycress_N,3,south,2020_2021,corn,nh3_mgl,0.0373,2021_152
pennycress,9,1,2021-06-01,152,2021,6,Pennycress_N,3,south,2020_2021,corn,drp_ugl,19.8,2021_152
pennycress,9,2,2021-06-01,152,2021,6,Pennycress_N,3,south,2020_2021,corn,no3_mgl,0.414,2021_152
pennycress,9,2,2021-06-01,152,2021,6,Pennycress_N,3,south,2020_2021,corn,nh3_mgl,0.0364,2021_152
pennycress,9,2,2021-06-01,152,2021,6,Pennycress_N,3,south,2020_2021,corn,drp_ugl,9.37,2021_152
pennycress,9,4,2021-06-01,152,2021,6,Pennycress_N,3,south,2020_2021,corn,no3_mgl,11.24,2021_152
pennycress,9,4,2021-06-01,152,2021,6,Pennycress_N,3,south,2020_2021,corn,nh3_mgl,0.0738,2021_152
pennycress,9,4,2021-06-01,152,2021,6,Pennycress_N,3,south,2020_2021,corn,drp_ugl,66.8,2021_152
pennycress,1,2,2022-03-24,083,2022,3,Pennycress,1,north,2021_2022,soy,no3_mgl,0.607,2022_083
pennycress,1,2,2022-03-24,083,2022,3,Pennycress,1,north,2021_2022,soy,nh3_mgl,0.0674,2022_083
pennycress,1,2,2022-03-24,083,2022,3,Pennycress,1,north,2021_2022,soy,drp_ugl,38.8,2022_083
pennycress,1,3,2022-03-24,083,2022,3,Pennycress,1,north,2021_2022,soy,no3_mgl,0.0968,2022_083
pennycress,1,3,2022-03-24,083,2022,3,Pennycress,1,north,2021_2022,soy,nh3_mgl,0.0108,2022_083
pennycress,1,3,2022-03-24,083,2022,3,Pennycress,1,north,2021_2022,soy,drp_ugl,9.25,2022_083
pennycress,1,4,2022-03-24,083,2022,3,Pennycress,1,north,2021_2022,soy,no3_mgl,0.0812,2022_083
pennycress,1,4,2022-03-24,083,2022,3,Pennycress,1,north,2021_2022,soy,nh3_mgl,0.044,2022_083
pennycress,1,4,2022-03-24,083,2022,3,Pennycress,1,north,2021_2022,soy,drp_ugl,207,2022_083
pennycress,2,1,2022-03-24,083,2022,3,Reference,1,north,2021_2022,soy,no3_mgl,55.9,2022_083
pennycress,2,1,2022-03-24,083,2022,3,Reference,1,north,2021_2022,soy,nh3_mgl,4.15,2022_083
pennycress,2,1,2022-03-24,083,2022,3,Reference,1,north,2021_2022,soy,drp_ugl,164,2022_083
pennycress,2,2,2022-03-24,083,2022,3,Reference,1,north,2021_2022,soy,no3_mgl,48.5,2022_083
pennycress,2,2,2022-03-24,083,2022,3,Reference,1,north,2021_2022,soy,nh3_mgl,0.339,2022_083
pennycress,2,2,2022-03-24,083,2022,3,Reference,1,north,2021_2022,soy,drp_ugl,351,2022_083
pennycress,2,3,2022-03-24,083,2022,3,Reference,1,north,2021_2022,soy,no3_mgl,60.3,2022_083
pennycress,2,3,2022-03-24,083,2022,3,Reference,1,north,2021_2022,soy,nh3_mgl,0.152,2022_083
pennycress,2,3,2022-03-24,083,2022,3,Reference,1,north,2021_2022,soy,drp_ugl,46.4,2022_083
pennycress,2,4,2022-03-24,083,2022,3,Reference,1,north,2021_2022,soy,no3_mgl,64.9,2022_083
pennycress,2,4,2022-03-24,083,2022,3,Reference,1,north,2021_2022,soy,nh3_mgl,0.164,2022_083
pennycress,2,4,2022-03-24,083,2022,3,Reference,1,north,2021_2022,soy,drp_ugl,37.1,2022_083
pennycress,3,2,2022-03-24,083,2022,3,Pennycress,2,north,2021_2022,soy,no3_mgl,0.258,2022_083
pennycress,3,2,2022-03-24,083,2022,3,Pennycress,2,north,2021_2022,soy,nh3_mgl,0.0163,2022_083
pennycress,3,2,2022-03-24,083,2022,3,Pennycress,2,north,2021_2022,soy,drp_ugl,226,2022_083
pennycress,3,3,2022-03-24,083,2022,3,Pennycress,2,north,2021_2022,soy,no3_mgl,0.42,2022_083
pennycress,3,3,2022-03-24,083,2022,3,Pennycress,2,north,2021_2022,soy,nh3_mgl,0.156,2022_083
pennycress,3,3,2022-03-24,083,2022,3,Pennycress,2,north,2021_2022,soy,drp_ugl,230,2022_083
pennycress,3,4,2022-03-24,083,2022,3,Pennycress,2,north,2021_2022,soy,no3_mgl,1.17,2022_083
pennycress,3,4,2022-03-24,083,2022,3,Pennycress,2,north,2021_2022,soy,nh3_mgl,0.626,2022_083
pennycress,3,4,2022-03-24,083,2022,3,Pennycress,2,north,2021_2022,soy,drp_ugl,112,2022_083
pennycress,4,1,2022-03-24,083,2022,3,Pennycress_N,1,mid,2021_2022,soy,no3_mgl,0.106,2022_083
pennycress,4,1,2022-03-24,083,2022,3,Pennycress_N,1,mid,2021_2022,soy,nh3_mgl,0.0146,2022_083
pennycress,4,1,2022-03-24,083,2022,3,Pennycress_N,1,mid,2021_2022,soy,drp_ugl,45.2,2022_083
