PRISM Time Series Data
Location:  Lat: 40.6765   Lon: -88.7846   Elev: 222m
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 2019-01-01 - 2022-12-31
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2023-Jan-23
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C),tdmean (degrees C),vpdmin (hPa),vpdmax (hPa)
2021-01-23,0.00,-13.7,-8.6,-3.6,-14.7,0.38,2.79
2021-01-24,0.00,-13.2,-5.8,1.5,-9.6,0.41,4.00
2021-01-25,0.00,-2.2,0.7,3.8,-3.4,0.52,3.35
2021-01-26,3.00,-1.0,1.1,3.2,-2.1,0.32,3.01
2021-01-27,0.00,-8.1,-3.7,0.5,-4.6,0.09,1.12
2021-01-28,0.00,-13.3,-8.4,-3.6,-10.6,0.33,1.19
2021-01-29,0.00,-12.9,-7.8,-2.7,-12.4,0.36,2.41
2021-01-30,0.00,-7.6,-2.8,2.0,-6.6,0.65,3.27
2021-01-31,18.38,-1.0,0.7,2.4,-1.6,0.21,2.65
2021-02-01,2.58,-3.5,-1.2,1.2,-1.7,0.19,1.11
2021-02-02,0.00,-7.4,-3.9,-0.2,-6.4,0.31,1.95
2021-02-03,0.00,-10.8,-5.8,-0.8,-7.4,0.21,1.50
2021-02-04,0.00,-10.4,-3.9,2.6,-4.2,0.21,2.31
2021-02-05,8.57,-8.7,-2.9,2.7,-5.5,0.24,2.20
2021-02-06,0.00,-13.1,-8.6,-4.2,-13.2,0.55,1.79
2021-02-07,1.96,-22.3,-14.0,-5.8,-16.9,0.25,1.94
2021-02-08,0.64,-22.1,-18.4,-14.9,-21.5,0.26,0.84
2021-02-09,0.79,-16.2,-13.8,-11.5,-15.4,0.27,0.62
2021-02-10,0.00,-16.1,-13.7,-11.4,-18.1,0.35,1.01
2021-02-11,1.63,-14.5,-11.8,-9.2,-14.8,0.40,0.98
2021-02-12,0.00,-14.5,-11.2,-7.9,-14.4,0.37,1.13
2021-02-13,0.08,-16.0,-13.2,-10.7,-16.3,0.30,0.81
2021-02-14,0.00,-21.0,-16.9,-13.0,-20.0,0.25,0.60
2021-02-15,1.97,-20.0,-17.8,-15.6,-22.3,0.30,0.82
2021-02-16,8.16,-18.7,-16.5,-14.5,-18.1,0.25,0.51
2021-02-17,0.00,-21.3,-15.0,-8.5,-18.8,0.21,1.31
2021-02-18,1.25,-20.7,-14.1,-7.4,-14.4,0.20,1.41
2021-02-19,0.00,-17.4,-11.3,-5.0,-13.4,0.21,1.40
2021-02-20,0.00,-16.6,-11.2,-4.9,-12.9,0.25,1.65
2021-02-21,0.00,-13.2,-6.7,-0.1,-10.6,0.35,2.80
2021-02-22,0.49,-6.8,-1.2,4.6,-2.8,0.29,3.59
2021-02-23,0.00,-2.1,1.8,5.9,-1.2,0.61,3.39
2021-02-24,0.00,2.7,6.7,10.8,0.8,1.27,6.03
2021-02-25,0.00,-2.9,2.7,8.3,-0.6,0.37,3.85
2021-02-26,0.00,-3.1,1.7,6.5,-3.0,0.30,4.70
2021-02-27,0.01,-2.0,3.2,8.4,-0.2,0.24,5.23
2021-02-28,3.39,1.2,7.9,14.8,4.1,0.35,9.62
2021-03-01,0.00,-3.2,4.5,12.3,2.6,0.31,3.76
2021-03-02,0.00,-6.5,-1.3,4.1,-6.6,0.36,4.39
2021-03-03,0.00,-4.5,2.2,9.0,-1.8,0.58,5.50
2021-03-04,0.00,-1.6,6.7,15.2,0.5,0.19,9.77
2021-03-05,0.00,-4.1,2.4,9.1,-2.8,0.28,6.12
2021-03-06,0.00,-3.9,2.8,9.6,-4.0,0.60,7.58
2021-03-07,0.00,-2.5,4.9,12.4,-3.4,0.65,9.20
2021-03-08,0.00,-1.9,6.4,15.1,-0.7,1.15,10.56
2021-03-09,0.00,4.5,12.4,20.4,1.6,1.79,17.53
2021-03-10,0.00,6.4,13.7,21.0,4.1,2.49,18.01
2021-03-11,2.75,10.0,15.6,21.2,10.3,0.93,12.61
2021-03-12,0.00,1.0,8.0,15.1,2.7,0.48,10.02
2021-03-13,0.00,-0.0,6.7,13.2,-1.0,0.62,11.24
2021-03-14,0.00,1.7,8.5,15.2,-2.6,1.13,12.97
2021-03-15,1.10,1.3,6.2,11.1,-2.6,2.02,8.21
2021-03-16,13.22,0.2,1.2,2.3,-0.6,0.26,2.98
2021-03-17,0.00,1.3,3.3,5.4,2.2,0.27,1.39
2021-03-18,25.07,2.2,4.3,6.4,4.1,0.30,0.89
2021-03-19,11.35,-0.9,2.9,6.5,-0.3,0.31,3.16
2021-03-20,0.00,-3.1,3.9,10.9,-4.0,0.61,8.80
2021-03-21,0.00,-1.7,6.3,14.7,-1.9,0.89,11.74
2021-03-22,0.00,2.1,10.2,18.4,-0.8,1.79,15.89
2021-03-23,0.00,5.2,12.7,20.2,3.8,1.94,17.12
2021-03-24,8.81,9.1,13.7,18.1,9.7,0.83,10.92
2021-03-25,0.00,6.4,10.5,14.6,6.9,0.82,5.63
2021-03-26,9.82,4.7,8.9,13.1,5.9,0.45,4.86
2021-03-27,0.00,4.7,7.2,9.8,5.4,0.50,2.78
2021-03-28,10.53,4.4,11.7,19.0,8.2,0.55,8.54
2021-03-29,0.00,-0.9,4.1,9.1,-2.9,0.72,6.72
2021-03-30,0.00,1.8,9.8,17.7,1.6,1.24,12.83
2021-03-31,0.00,1.1,10.8,20.6,-0.1,2.09,15.39
2021-04-01,0.00,-3.6,2.1,7.7,-8.6,1.23,7.38
2021-04-02,0.00,-5.1,0.7,6.5,-9.9,0.82,7.22
2021-04-03,0.00,-2.6,4.2,11.6,-7.5,0.98,10.86
2021-04-04,0.00,3.9,13.1,22.3,1.0,2.24,20.11
2021-04-05,0.00,6.2,16.1,26.0,5.5,2.32,26.02
2021-04-06,0.00,12.2,19.4,26.7,9.0,2.74,24.12
2021-04-07,0.00,13.3,20.4,27.5,10.2,2.56,24.20
2021-04-08,12.46,12.2,19.8,27.4,13.8,0.94,21.69
2021-04-09,0.40,10.0,12.7,15.4,9.1,0.73,5.06
2021-04-10,0.00,8.2,14.9,21.7,8.9,0.78,14.58
2021-04-11,12.03,6.4,11.9,17.4,9.5,0.35,6.65
2021-04-12,3.33,7.4,9.1,10.9,8.2,0.38,1.71
2021-04-13,0.00,4.7,10.8,17.0,4.3,0.75,10.93
2021-04-14,0.00,0.9,8.1,15.3,0.1,1.21,11.49
2021-04-15,0.00,1.6,7.5,13.4,-1.4,1.14,9.55
2021-04-16,0.00,2.2,8.7,15.1,0.9,0.79,10.68
2021-04-17,0.00,4.3,10.9,17.5,1.8,0.86,13.08
2021-04-18,0.00,4.0,10.7,17.6,1.6,1.12,13.97
2021-04-19,0.00,5.6,12.1,18.6,1.8,1.17,15.41
2021-04-20,0.00,1.5,8.6,15.5,0.5,1.02,10.38
2021-04-21,8.92,-1.3,1.7,4.8,-0.4,0.22,2.92
2021-04-22,0.00,-1.2,4.4,10.1,-3.6,0.43,8.01
2021-04-23,0.00,1.4,8.4,15.4,-2.6,1.43,12.63
2021-04-24,0.62,7.4,11.5,15.6,4.2,1.33,10.59
2021-04-25,1.43,3.3,9.9,16.2,6.5,0.71,7.42
2021-04-26,0.00,3.5,10.1,16.7,-0.2,1.19,13.46
2021-04-27,0.00,7.5,17.3,27.1,7.9,2.69,25.80
2021-04-28,0.01,17.4,23.6,29.7,14.2,2.71,25.74
2021-04-29,19.71,9.8,16.0,22.2,13.8,0.96,6.39
2021-04-30,1.50,7.8,14.5,21.1,8.0,0.51,13.73
2021-05-01,0.00,8.1,14.1,20.3,2.1,2.53,18.43
2021-05-02,0.00,10.0,19.7,29.4,8.0,4.33,29.91
2021-05-03,0.58,15.1,21.2,27.3,13.4,0.92,21.41
2021-05-04,9.11,13.2,18.1,23.2,15.5,0.71,9.20
2021-05-05,1.73,6.8,11.3,15.7,8.5,0.52,6.14
2021-05-06,0.00,8.6,13.9,19.0,3.0,1.41,15.65
2021-05-07,0.80,5.0,11.0,17.1,4.3,1.17,10.64
2021-05-08,0.00,1.2,10.9,20.6,0.6,0.70,17.64
2021-05-09,47.50,3.6,10.2,16.9,2.6,0.43,13.41
2021-05-10,6.00,3.9,8.6,13.2,3.8,0.44,7.67
2021-05-11,2.02,4.2,11.2,18.2,4.7,0.70,13.38
2021-05-12,0.00,1.4,8.7,16.2,0.7,1.03,12.25
2021-05-13,0.00,3.1,10.4,17.7,-0.2,1.22,14.83
2021-05-14,0.00,5.7,13.2,20.7,0.3,1.78,18.96
2021-05-15,0.00,10.9,16.8,22.7,1.3,3.03,22.87
2021-05-16,2.49,12.0,14.8,17.7,8.8,1.64,10.31
2021-05-17,9.24,14.1,18.6,23.1,11.5,0.92,16.22
2021-05-18,13.38,14.9,16.3,17.8,15.3,0.77,2.22
2021-05-19,5.95,15.9,18.1,20.7,16.7,0.72,5.40
2021-05-20,0.00,18.4,21.8,25.3,17.7,1.56,10.39
2021-05-21,0.00,18.4,24.2,29.8,16.4,3.31,25.29
2021-05-22,0.00,18.8,24.6,30.3,15.6,3.57,26.05
2021-05-23,0.05,19.2,24.8,30.5,16.6,1.57,26.67
2021-05-24,0.00,18.6,24.1,29.9,17.2,1.74,24.04
2021-05-25,0.00,20.1,26.2,32.3,15.2,3.86,33.08
2021-05-26,14.82,18.9,24.5,30.3,17.0,1.20,26.02
2021-05-27,0.00,14.4,22.3,30.1,13.6,1.09,31.83
2021-05-28,22.40,9.7,17.0,24.5,13.2,0.89,14.52
2021-05-29,5.73,6.9,8.9,10.8,6.7,0.61,3.17
2021-05-30,0.00,4.7,11.8,19.0,2.5,1.12,15.73
2021-05-31,0.00,9.8,16.0,22.7,6.2,2.25,19.47
2021-06-01,0.26,12.1,16.4,21.2,10.1,1.11,13.97
2021-06-02,0.00,13.3,18.8,24.8,11.3,1.16,19.26
2021-06-03,0.00,13.5,19.5,25.9,12.7,1.05,19.59
2021-06-04,0.00,16.9,23.7,30.7,11.0,2.79,31.98
2021-06-05,0.00,18.6,25.3,32.0,12.2,3.92,35.06
2021-06-06,0.00,18.6,25.7,32.9,15.2,3.85,33.50
2021-06-07,1.10,21.3,26.5,31.7,19.1,1.92,25.07
2021-06-08,23.12,19.2,24.9,30.9,20.3,1.06,21.57
2021-06-09,0.29,19.1,25.3,31.7,20.2,0.82,22.86
2021-06-10,0.00,20.3,25.6,30.9,20.6,1.28,21.29
2021-06-11,0.00,20.8,26.6,32.3,20.5,1.38,25.93
2021-06-12,0.29,21.2,28.3,35.5,20.9,2.00,35.12
2021-06-13,1.61,20.0,27.7,35.9,19.3,3.42,37.15
2021-06-14,0.00,19.3,25.6,32.2,13.6,4.75,34.35
2021-06-15,0.00,14.7,22.3,29.9,11.9,3.01,29.72
2021-06-16,0.00,13.5,21.7,30.2,10.4,3.77,29.50
2021-06-17,0.00,14.3,21.4,29.0,7.8,4.86,29.70
2021-06-18,0.00,18.8,26.0,33.3,15.2,4.41,35.97
2021-06-19,14.62,19.5,26.4,33.4,20.7,1.57,28.61
2021-06-20,0.00,19.8,25.0,30.5,20.4,1.50,16.68
2021-06-21,2.14,18.2,24.0,30.3,20.2,1.37,17.83
2021-06-22,0.00,9.3,16.4,23.6,10.1,1.17,16.12
2021-06-23,3.45,13.5,19.1,24.8,9.6,1.48,20.55
2021-06-24,0.89,15.3,21.7,28.0,12.7,1.61,24.27
2021-06-25,24.48,19.9,22.4,24.7,19.9,1.15,11.06
2021-06-26,32.96,20.7,24.9,29.5,21.7,0.96,13.93
2021-06-27,49.47,21.8,25.0,28.4,22.4,1.32,10.21
2021-06-28,2.59,21.5,25.8,30.4,21.5,1.16,16.87
2021-06-29,11.04,21.6,26.1,30.9,22.3,1.31,16.49
2021-06-30,2.02,22.1,27.1,32.5,22.6,1.42,20.76
2021-07-01,2.42,20.1,24.1,28.1,21.7,0.72,11.15
2021-07-02,0.00,13.9,21.1,28.2,15.9,0.90,18.85
2021-07-03,0.00,13.4,19.4,25.4,13.7,0.90,17.05
2021-07-04,0.00,16.5,22.5,28.5,16.3,1.57,20.97
2021-07-05,0.00,19.5,25.5,31.4,19.7,1.52,24.09
2021-07-06,0.00,20.6,26.2,31.9,20.9,1.31,23.03
2021-07-07,0.00,21.4,26.6,31.7,21.1,1.52,22.38
2021-07-08,2.31,20.6,26.3,32.0,20.8,1.17,25.15
2021-07-09,0.00,14.9,19.5,24.1,17.3,0.83,8.27
2021-07-10,0.00,16.5,20.4,24.3,16.1,1.22,12.24
2021-07-11,17.94,18.5,21.5,24.5,19.4,1.09,7.99
2021-07-12,2.26,18.9,20.4,21.8,19.1,0.72,3.00
2021-07-13,31.94,19.4,22.5,25.7,20.3,0.75,8.26
2021-07-14,0.77,18.9,23.0,27.1,19.7,0.67,13.26
2021-07-15,0.00,20.3,25.1,29.9,21.2,1.19,16.13
2021-07-16,14.59,20.5,24.8,29.2,21.0,0.88,13.50
2021-07-17,1.94,16.7,20.6,24.5,19.1,1.06,6.91
2021-07-18,0.00,16.9,22.2,27.4,18.4,0.94,16.27
2021-07-19,0.01,17.4,23.2,29.0,19.3,0.76,16.46
2021-07-20,0.00,17.2,23.3,29.3,18.9,0.65,18.93
2021-07-21,0.00,18.3,23.7,29.2,19.3,1.00,17.08
2021-07-22,0.00,18.4,23.6,28.7,19.8,0.90,14.47
2021-07-23,1.00,19.9,25.8,31.6,22.0,0.85,22.20
2021-07-24,0.00,22.4,27.1,31.9,22.2,1.34,22.40
2021-07-25,2.03,22.2,27.7,33.3,23.6,1.09,20.18
2021-07-26,0.00,18.1,25.0,31.8,19.2,1.12,27.49
2021-07-27,0.00,18.4,25.2,32.1,18.3,1.28,30.19
2021-07-28,0.00,20.2,25.9,31.6,20.7,1.36,23.92
2021-07-29,0.00,22.3,27.2,32.0,23.4,1.22,18.94
2021-07-30,2.10,18.4,24.6,30.8,22.1,1.06,13.53
2021-07-31,0.00,17.2,21.5,25.8,16.1,1.70,14.69
2021-08-01,0.29,15.9,19.8,23.7,15.7,1.11,11.74
2021-08-02,0.00,12.7,20.1,27.5,15.1,0.59,20.28
2021-08-03,0.00,13.9,20.3,26.6,14.0,0.92,20.02
2021-08-04,0.00,14.6,21.1,27.7,14.7,0.97,21.17
2021-08-05,0.00,14.6,22.0,29.4,15.9,0.86,23.88
2021-08-06,0.00,17.3,23.4,29.6,17.2,1.49,23.56
2021-08-07,0.05,19.4,23.8,28.1,20.4,1.02,12.73
2021-08-08,0.00,21.1,26.1,31.0,22.1,1.27,17.94
2021-08-09,29.39,20.2,26.3,32.4,21.5,0.82,20.62
2021-08-10,1.10,21.2,25.2,29.1,23.8,1.17,8.72
2021-08-11,0.52,22.5,28.2,33.8,24.6,1.00,17.02
2021-08-12,43.33,21.3,26.6,31.9,23.6,0.70,16.43
2021-08-13,16.71,19.8,22.7,25.5,20.8,0.79,5.54
2021-08-14,0.65,15.2,21.5,27.9,17.5,0.97,16.58
2021-08-15,0.00,13.0,20.5,28.0,14.7,1.14,22.06
2021-08-16,0.00,14.0,20.2,26.3,14.2,0.99,19.36
2021-08-17,0.00,15.8,21.7,27.6,17.0,0.71,18.22
2021-08-18,1.23,18.4,23.7,29.0,20.5,0.91,16.13
2021-08-19,0.00,19.3,25.5,31.8,21.0,0.95,22.83
2021-08-20,0.00,19.0,25.5,32.0,20.8,0.84,23.98
2021-08-21,0.00,20.4,26.0,31.6,21.5,0.91,21.62
2021-08-22,0.00,19.2,24.4,29.7,22.0,1.18,13.26
2021-08-23,0.00,17.4,24.1,30.7,19.5,0.88,21.57
2021-08-24,0.00,19.1,24.9,30.7,22.3,0.95,15.87
2021-08-25,9.43,20.4,27.6,34.7,22.8,1.01,25.01
2021-08-26,4.04,20.7,27.5,34.3,22.8,0.84,24.20
2021-08-27,2.74,20.6,26.3,32.1,22.2,0.95,20.10
2021-08-28,0.00,21.6,27.6,33.6,23.1,1.56,22.58
2021-08-29,0.00,23.1,28.1,33.0,23.1,2.08,20.95
2021-08-30,0.50,20.2,26.4,32.5,22.2,0.99,21.37
2021-08-31,0.00,19.7,24.8,30.0,19.0,1.11,21.26
2021-09-01,0.41,17.6,23.3,28.9,18.2,1.12,19.59
2021-09-02,0.00,12.7,20.2,27.8,13.9,0.82,21.99
2021-09-03,0.00,13.8,20.2,26.5,13.6,0.86,20.30
2021-09-04,0.12,16.5,20.4,24.3,15.7,2.03,13.49
2021-09-05,0.00,13.9,18.2,22.6,17.8,0.69,4.38
2021-09-06,0.00,14.6,21.6,28.6,13.2,0.56,25.75
2021-09-07,0.88,17.4,24.1,30.7,16.7,1.84,27.59
2021-09-08,15.29,13.4,23.0,32.5,16.6,0.96,24.39
2021-09-09,0.00,12.5,19.8,27.1,11.2,1.14,24.61
2021-09-10,0.00,12.4,19.2,25.9,12.1,0.86,19.90
2021-09-11,0.00,13.1,20.7,28.2,13.8,1.06,24.32
2021-09-12,0.00,18.7,24.8,30.8,18.2,2.65,22.55
2021-09-13,0.00,19.1,25.4,31.7,18.0,1.88,25.78
2021-09-14,0.00,19.3,25.6,31.9,18.3,1.83,27.72
2021-09-15,0.00,13.9,22.6,31.3,17.0,0.98,24.53
2021-09-16,0.00,11.4,19.5,27.5,10.4,1.12,25.41
2021-09-17,0.00,13.1,21.4,29.7,12.7,1.09,28.46
2021-09-18,0.00,16.7,24.7,32.7,16.6,1.08,32.94
2021-09-19,0.00,16.4,24.6,32.7,17.2,1.29,30.35
2021-09-20,0.81,17.1,25.4,33.7,18.6,0.98,31.90
2021-09-21,25.30,17.7,23.9,30.0,20.0,0.76,19.41
2021-09-22,0.71,13.3,16.8,20.3,13.2,0.99,7.59
2021-09-23,0.00,7.9,13.8,19.8,7.1,0.93,14.09
2021-09-24,0.00,8.5,15.1,21.7,5.5,1.18,18.69
2021-09-25,3.45,8.9,18.4,28.0,10.0,0.57,26.24
2021-09-26,0.00,10.5,16.2,21.9,5.9,0.46,18.94
2021-09-27,0.00,11.5,20.2,29.0,10.6,3.43,28.78
2021-09-28,0.00,15.3,23.5,31.7,13.8,1.48,32.12
2021-09-29,0.00,13.4,21.5,29.7,13.9,0.83,24.79
2021-09-30,0.00,13.4,23.0,32.5,15.2,0.81,32.23
2021-10-01,0.00,15.8,23.9,32.1,15.4,1.16,28.00
2021-10-02,10.77,16.5,23.5,30.6,16.1,1.31,25.18
2021-10-03,15.10,18.4,22.3,26.2,19.7,0.30,10.52
2021-10-04,4.28,16.7,21.3,25.9,18.1,0.43,13.14
2021-10-05,1.40,16.2,20.1,24.0,17.2,0.23,10.41
2021-10-06,0.55,16.4,19.0,21.5,17.2,0.20,5.56
2021-10-07,33.81,17.2,19.6,22.0,18.3,0.16,5.10
2021-10-08,17.66,16.6,19.9,23.2,17.3,0.39,7.33
2021-10-09,1.82,15.4,20.2,25.1,16.3,0.24,13.82
2021-10-10,0.00,15.5,22.4,29.2,17.9,0.52,20.60
2021-10-11,0.00,20.3,25.4,30.5,17.6,3.03,25.94
2021-10-12,17.92,15.6,19.8,24.1,17.1,0.54,8.53
2021-10-13,0.00,11.6,17.6,23.6,12.0,0.36,15.60
2021-10-14,14.01,12.3,17.6,23.0,17.7,0.36,10.39
2021-10-15,1.57,13.8,17.4,20.9,13.4,0.52,8.47
2021-10-16,2.45,6.9,12.3,17.7,8.1,0.80,8.71
2021-10-17,0.00,5.4,10.8,16.1,2.4,1.42,11.51
2021-10-18,0.00,6.0,13.3,20.7,4.3,1.12,16.91
2021-10-19,0.00,7.0,15.5,23.9,7.0,1.21,20.41
2021-10-20,0.00,9.9,15.7,21.5,7.8,2.15,15.43
2021-10-21,0.00,10.3,17.7,25.0,11.1,1.97,18.28
2021-10-22,1.60,9.0,10.6,12.3,7.7,0.43,3.95
2021-10-23,0.31,4.0,9.5,14.9,5.1,0.45,8.65
2021-10-24,12.83,5.9,9.7,13.6,3.9,0.28,8.21
2021-10-25,58.23,8.4,10.8,13.2,10.5,0.19,2.14
2021-10-26,1.94,3.4,8.0,12.6,6.1,0.18,4.24
2021-10-27,0.00,3.0,8.7,14.5,4.4,0.30,7.94
2021-10-28,2.14,4.4,10.2,16.1,5.2,0.36,9.56
2021-10-29,14.45,8.4,10.3,12.2,10.2,0.12,1.57
2021-10-30,20.72,9.6,11.1,12.7,10.4,0.13,1.81
2021-10-31,0.00,6.2,10.5,14.7,7.7,0.33,5.61
2021-11-01,0.00,0.7,6.8,13.0,2.2,0.48,7.95
2021-11-02,0.00,-0.5,4.1,8.6,-1.0,0.54,5.81
2021-11-03,0.00,-3.0,3.2,9.4,-3.3,0.41,7.32
2021-11-04,0.00,-3.1,3.1,9.3,-3.2,0.36,7.32
2021-11-05,0.00,-2.6,4.0,10.5,-2.3,0.38,7.64
2021-11-06,0.00,-1.1,5.6,12.3,-1.8,0.70,8.90
2021-11-07,0.00,0.6,8.2,15.9,1.4,0.88,10.22
2021-11-08,0.00,2.0,10.7,19.4,5.0,0.56,13.56
2021-11-09,0.00,5.8,13.0,20.1,6.8,0.50,12.15
2021-11-10,0.00,4.3,9.9,15.4,7.1,0.23,5.56
2021-11-11,5.39,5.0,9.4,13.8,8.9,0.23,3.97
2021-11-12,5.70,4.3,8.6,12.8,3.1,0.39,6.79
2021-11-13,0.37,1.8,3.9,6.1,-0.6,0.84,3.96
2021-11-14,0.91,1.2,2.9,4.6,-0.8,0.52,2.88
2021-11-15,0.00,-2.3,1.0,4.3,-2.7,0.45,2.65
2021-11-16,0.00,-1.0,2.1,5.3,-1.3,0.29,2.80
2021-11-17,0.00,0.1,8.1,16.1,7.5,0.27,5.70
2021-11-18,2.39,0.7,8.6,16.4,4.1,0.38,4.11
2021-11-19,0.00,-5.6,-0.3,5.0,-6.6,0.54,4.81
2021-11-20,0.00,-5.6,0.1,5.9,-4.2,0.50,4.98
2021-11-21,0.00,3.1,7.7,12.4,0.5,1.16,8.42
2021-11-22,0.08,-5.5,4.4,14.3,-2.7,0.33,9.31
2021-11-23,0.00,-6.4,-1.3,3.8,-10.2,0.73,5.71
2021-11-24,0.00,-5.5,1.1,7.7,-5.8,0.96,7.05
2021-11-25,3.96,2.9,7.8,12.8,3.5,0.31,7.08
2021-11-26,0.00,-8.2,-1.5,5.3,-5.9,0.58,2.02
2021-11-27,0.00,-5.8,-2.3,1.2,-8.2,1.18,3.81
2021-11-28,0.04,-2.2,2.4,6.9,-1.6,0.75,3.21
2021-11-29,0.00,-4.5,0.6,5.8,-8.1,0.75,6.50
2021-11-30,0.00,-1.5,2.8,7.1,-3.5,1.01,5.77
2021-12-01,1.65,1.0,7.0,13.1,-0.4,1.03,9.24
2021-12-02,0.51,4.9,8.6,12.2,5.0,0.69,4.55
2021-12-03,0.00,1.0,8.4,15.7,0.8,0.92,11.05
2021-12-04,0.00,-1.4,7.0,15.4,1.2,0.10,8.87
2021-12-05,0.00,-1.7,3.2,8.1,-6.4,0.12,7.93
2021-12-06,4.62,-0.8,5.0,10.9,1.6,0.09,3.75
2021-12-07,0.00,-11.0,-4.4,2.2,-13.2,1.01,3.97
2021-12-08,0.00,-9.6,-6.0,-2.4,-12.3,0.62,2.75
2021-12-09,0.00,-4.4,-0.4,3.6,-6.8,0.67,4.65
2021-12-10,0.00,-1.9,5.2,12.3,0.4,0.11,6.29
2021-12-11,24.78,-1.4,7.5,16.5,7.9,0.07,3.54
2021-12-12,0.00,-1.1,2.5,6.1,-3.0,0.94,4.47
2021-12-13,0.00,-0.1,4.7,9.4,-2.2,1.30,6.57
2021-12-14,0.00,-0.4,5.2,10.8,-0.3,0.41,6.42
2021-12-15,3.19,1.0,7.2,13.5,6.3,0.46,5.08
2021-12-16,0.00,7.2,12.8,18.5,12.7,0.80,8.80
2021-12-17,0.00,-3.9,2.5,8.9,-3.2,0.67,4.63
2021-12-18,6.23,-3.8,0.0,3.9,-2.2,0.18,3.88
2021-12-19,0.00,-5.1,-1.1,2.8,-2.4,0.08,1.87
2021-12-20,0.00,-5.1,-0.8,3.6,-3.7,0.23,3.12
2021-12-21,0.00,-4.8,0.9,6.7,-2.8,0.28,4.17
2021-12-22,0.00,-7.5,-0.7,6.0,-5.1,0.15,3.82
2021-12-23,0.00,-7.2,-2.6,1.9,-8.5,0.87,4.05
2021-12-24,0.00,0.9,5.4,9.9,2.4,0.36,3.89
2021-12-25,0.00,6.8,11.0,15.2,10.3,0.32,3.27
2021-12-26,0.00,2.3,6.9,11.5,3.4,0.25,4.75
2021-12-27,5.20,3.4,8.1,12.8,4.3,0.24,2.53
2021-12-28,0.00,1.0,6.4,11.9,1.6,0.29,2.87
2021-12-29,11.53,0.5,2.8,5.1,1.2,0.04,2.28
2021-12-30,0.46,-0.8,0.5,1.9,-2.4,0.29,2.11
2021-12-31,0.00,-0.4,2.3,4.9,0.8,0.09,1.41
2022-01-01,0.00,1.5,6.5,11.4,4.2,0.06,1.15
2022-01-02,8.47,-7.9,-2.5,2.8,-3.4,0.06,1.18
2022-01-03,0.00,-15.9,-10.9,-5.9,-12.2,0.24,0.84
2022-01-04,0.00,-15.6,-9.2,-2.8,-11.2,0.26,2.44
2022-01-05,0.00,-7.7,-3.0,1.8,-4.6,0.40,2.38
2022-01-06,0.00,-14.8,-10.6,-6.5,-15.3,0.45,1.07
2022-01-07,0.00,-19.9,-15.7,-11.6,-19.6,0.31,0.81
2022-01-08,0.00,-19.6,-14.0,-8.3,-16.4,0.29,1.31
2022-01-09,0.80,-9.1,-2.8,3.5,-3.4,0.05,1.84
2022-01-10,0.00,-12.4,-7.4,-2.4,-13.2,0.50,1.61
2022-01-11,0.08,-14.7,-9.3,-3.8,-16.1,0.45,2.43
2022-01-12,0.00,-13.0,-4.5,3.9,-6.9,0.60,3.51
2022-01-13,0.00,-1.8,2.1,6.0,-1.9,0.44,3.58
2022-01-14,0.00,-2.6,1.1,4.8,-0.9,0.04,2.20
2022-01-15,0.74,-4.4,-1.2,2.0,-1.7,0.05,1.18
2022-01-16,0.00,-13.1,-7.5,-1.8,-9.9,0.20,2.03
2022-01-17,0.00,-12.7,-7.2,-1.7,-8.8,0.26,2.33
2022-01-18,0.00,-8.4,-4.5,-0.7,-7.1,0.24,1.79
2022-01-19,0.00,-5.5,1.6,8.6,-0.9,0.38,5.16
2022-01-20,0.00,-15.0,-8.8,-2.6,-14.0,0.48,1.50
2022-01-21,0.00,-16.6,-12.0,-7.4,-17.1,0.26,1.84
2022-01-22,0.00,-16.0,-9.3,-2.7,-13.3,0.29,2.98
2022-01-23,0.00,-7.3,-1.8,3.8,-8.7,0.55,3.74
2022-01-24,0.53,-10.0,-6.2,-2.4,-11.4,0.44,1.82
2022-01-25,0.00,-16.2,-7.3,1.6,-10.3,0.29,2.16
2022-01-26,0.00,-20.1,-14.1,-8.1,-20.6,0.34,2.06
2022-01-27,0.00,-20.1,-11.8,-3.5,-18.4,0.33,2.82
2022-01-28,0.00,-8.0,-1.9,4.2,-5.8,0.31,4.25
2022-01-29,0.70,-16.5,-10.7,-4.8,-14.4,0.26,1.50
2022-01-30,0.00,-16.1,-8.6,-1.2,-12.4,0.27,3.10
2022-01-31,0.00,-11.4,-5.9,-0.4,-9.5,0.24,2.62
2022-02-01,0.00,-10.6,-3.0,4.6,-6.1,0.28,4.71
2022-02-02,22.66,-6.4,1.9,10.2,-0.3,0.00,5.22
2022-02-03,6.80,-10.1,-7.6,-5.2,-10.4,0.18,0.90
2022-02-04,1.45,-14.1,-10.7,-7.4,-12.1,0.28,0.77
2022-02-05,0.00,-19.1,-12.0,-4.9,-14.7,0.23,1.77
2022-02-06,0.00,-19.3,-13.1,-6.9,-14.9,0.22,1.36
2022-02-07,0.00,-12.5,-5.7,1.1,-7.8,0.39,2.28
